Country Name,Airport Name,IATA CODE
United States,Hugo Stan Stamper Municipal Airport,HUJ
United States,Huntington Tri State Airport,HTS
United States,Huntingburg Airport,HNB
United States,Jackson Hawkins Field Airport,HKS
United States,Kalispell Glacier Park International Airport,FCA
United States,Kalaupapa Airport,LUP
United States,Kalskag Airport,KLG
United States,Greater Kankakee Airport,IKK
United States,Kaltag Airport,KAL
United States,Juneau Dodge County Airport,UNU
United States,Juneau International Airport,JNU
United States,Kahului Airport,OGG
United States,Kalamazoo Battle Creek International Airport,AZO
United States,Kona International Airport,KOA
United States,Kaunakakai Molokai Airport,MKK
United States,Kasigluk Airport,KUK
United States,Kearney Regional Airport,EAR
United States,Kelso Southwest Washington Regional Airport,KLS
United States,Keene Dillant Hopkins Airport,EEN
United States,Kansas City Downtown Airport,MKC
United States,Kansas City International Airport,MCI
United States,Kansas City New Century Aircenter Airport,JCI
United States,Kapolei Kalaeloa Airport,JRF
United States,Kansas City Johnson County Executive Airport,OJC
United States,Jacksonville Cecil Airport,VQQ
United States,Jacksonville Executive at Craig Airport,CRG
United States,Jacksonville International Airport,JAX
United States,Jacksonville Albert J. Ellis Airport,OAJ
United States,Jacksonville Cherokee County Airport,JKV
United States,Jackson County Airport,JXN
United States,Jackson Municipal Airport,MJQ
United States,Jackson McKellar Sipes Regional Airport,MKL
United States,Jacksonville Municipal Airport,IJX
United States,Jackson Hole Airport,JAC
United States,Joliet Regional Airport,JOT
United States,Johnstown Cambria County Airport,JST
United States,Jonesboro Municipal Airport,JBR
United States,Junction Kimble County Airport,JCT
United States,Joplin Regional Airport,JLN
United States,Jamestown Regional Airport,JMS
United States,Jamestown Chautauqua County Airport,JHW
United States,Janesville Southern Wisconsin Regional Airport,JVL
United States,Jefferson City Memorial Airport,JEF
United States,Jasper County Bell Field Airport,JAS
United States,Benton Harbor Southwest Michigan Regional Airport,BEH
United States,Bemidji Regional Airport,BJI
United States,Bentonville Northwest Arkansas National Airport,XNA
United States,Bethel Airport,BET
United States,Bentonville Municipal Airport,QTV
United States,Bedford Hanscom Field,BED
United States,Beckley Raleigh County Memorial Airport,BKW
United States,Bellaire Antrim County Airport,ACB
United States,Bellingham International Airport,BLI
United States,Belleville MidAmerica St. Louis Airport,BLV
United States,Birmingham Shuttlesworth International Airport,BHM
United States,Birch Creek Airport,KBC
United States,Bishop Eastern Sierra Regional Airport,BIH
United States,Blacksburg Virginia Tech Montgomery Executive Airport,BCB
United States,Bismarck Municipal Airport,BIS
United States,Beverly Regional Airport,BVY
United States,Bettles Airport,BTT
United States,Big Spring Mc Mahon Wrinkle Airport,HCA
United States,Greater Binghamton Airport,BGM
United States,Billings Logan International Airport,BIL
United States,Barter Island LRRS Airport,BTI
United States,Barrow Airport,BRW
United States,Bartlesville Municipal Airport,BVO
United States,Batesville Regional Airport,BVX
United States,Bartow Municipal Airport,BOW
United States,Baltimore Washington International Airport,BWI
United States,Baltimore Martin State Airport,MTN
United States,Bangor International Airport,BGR
United States,Bardstown Samuels Field Airport,BRY
United States,Hancock County Bar Harbor Airport,BHB
United States,Beaufort County Airport,BFT
United States,Beatrice Municipal Airport,BIE
United States,Beaumont Municipal Airport,BMT
United States,Beaver County Airport,BFP
United States,Beaumont Jack Brooks Regional Airport,BPT
United States,Battle Creek Kalamazoo International Airport,BTL
United States,Baton Rouge Metropolitan Airport,BTR
United States,Battle Mountain Airport,BAM
United States,Baytown Airport,HPY
United States,Baudette International Airport,BDE
United States,Blanding Municipal Airport,BDG
United States,Brookings Airport,BKX
United States,Broken Bow Municipal Airport,BBW
United States,Brownsville South Padre Island International Airport,BRO
United States,Brunswick Golden Isles Airport,BQK
United States,Brownwood Regional Airport,BWD
United States,Bremerton National Airport,PWT
United States,Brawley Municipal Airport,BWC
United States,Brevig Mission Airport,KTS
United States,Brigham City Airport,BMC
United States,Bridgeport Sikorsky Memorial Airport,BDR
United States,Bunnell Flagler County Airport,QQF
United States,Bullhead International Airport,IFP
United States,Burbank Bob Hope Airport,BUR
United States,Burlington Municipal Airport,QQU
United States,Burley Municipal Airport,BYI
United States,Brunswick Malcolm McKinnon Airport,SSI
United States,Brunswick Executive Airport,NHZ
United States,Bryan Coulter Field,CFD
United States,Buffalo Niagara International Airport,BUF
United States,Buckland Airport,BKC
United States,Boca Raton Airport,BCT
United States,Blytheville Arkansas International Airport,BYH
United States,Boise Airport,BOI
United States,Boston Logan International Airport,BOS
United States,Borger Hutchinson County Airport,BGD
United States,Bloomington Monroe County Airport,BMG
United States,Block Island Airport,BID
United States,Bloomington Central Illinois Regional Airport,BMI
United States,Blythe Airport,BLH
United States,Blountville Tri-Cities Regional Airport,TRI
United States,Brady Curtis Field Airport,BBD
United States,Bradford Regional Airport,BFD
United States,Brainerd Lakes Regional Airport,BRD
United States,Branson M. Graham Clark Downtown Airport,PLK
United States,Branson Airport,BKG
United States,Boulder City Municipal Airport,BLD
United States,Boulder Municipal Airport,WBU
United States,Bountiful Skypark Airport,BTF
United States,Bozeman Yellowstone International Airport,BZN
United States,Bowling Green Warren County Regional Airport,BWG
United States,Bakersfield Meadows Field Airport,BFL
United States,Altoona Blair County Airport,AOO
United States,Alton St. Louis Regional Airport,ALN
United States,Amarillo Rick Husband  International Airport,AMA
United States,Ambler Airport,ABL
United States,Amarillo Tradewind Airport,TDW
United States,Allakaket Airport,AET
United States,Alice International Airport,ALI
United States,Allentown Lehigh Valley International Airport,ABE
United States,Alpena County Regional Airport,APN
United States,Alliance Municipal Airport,AIA
United States,Anderson Regional Airport,AND
United States,Anderson Municipal Airport,AID
United States,Angola Tri-State Steuben County Airport,ANQ
United States,Ankeny Regional Airport,QQK
United States,Aniak Airport,ANI
United States,Anaktuvuk Pass Airport,AKP
United States,Ames Municipal Airport,AMW
United States,Anchorage Elmendorf Air Force Base,EDF
United States,Anchorage Merrill Field Airport,MRI
United States,Anchorage Ted Stevens International Airport,ANC
United States,Afton Municipal Airport,AFO
United States,Adrian Lenawee County Airport,ADG
United States,Aiken Municipal Airport,AIK
United States,Akron Fulton International Airport,AKC
United States,Akiak Airport,AKI
United States,Abilene Regional Airport,ABI
United States,Aberdeen Regional Airport,ABR
United States,Abingdon Virginia Highlands Airport,VJI
United States,Adak Airport,ADK
United States,Ada Municipal Airport,ADT
United States,Albuquerque International Airport,ABQ
United States,Albany International Airport,ALB
United States,Alexander City Thomas C Russell Field,ALX
United States,Alexandria Municipal Airport,AXN
United States,Alexandria International Airport,AEX
United States,Alakanuk Airport,AUK
United States,Akron Canton Airport,CAK
United States,Alamogordo White Sands Regional Airport,ALM
United States,Albany Southwest Georgia Regional Airport,ABY
United States,Alamosa San Luis Valley Regional Airport,ALS
United States,Ann Arbor Municipal Airport,ARB
United States,Atwater Castle Airport,MER
United States,Atqasuk Airport,ATK
United States,Auburn University Regional Airport,AUO
United States,Auburn Airport,LEW
United States,Auburn Municipal Airport,AUN
United States,Atlanta DeKalb Peachtree Airport,PDK
United States,Atlanta Hartsfield-Jackson International Airport,ATL
United States,Atlanta Fulton County Airport,FTY
United States,Atlantic City International Airport,ACY
United States,Atlantic City Monmouth Executive Airport,BLM
United States,Avalon Catalina Airport,AVX
United States,Austin Executive Airport,EDC
United States,Avoca Wilkes-Barre/Scranton International Airport,AVP
United States,Baker City Municipal Airport,BKE
United States,Bainbridge Decatur County Airport,BGE
United States,Augusta State Airport,AUG
United States,Augusta Regional Airport,AGS
United States,Augusta Daniel Field Airport,DNL
United States,Austin Municipal Airport,AUM
United States,Austin Bergstrom International Airport,AUS
United States,Arcata Eureka Airport,ACV
United States,Appleton International Airport,ATW
United States,Arctic Village,ARC
United States,Arlington Municipal Airport,QQW
United States,Ardmore Municipal Airport,ADM
United States,Anniston Regional,ANB
United States,Annapolis Lee Airport,ANP
United States,Anvik Airport,ANV
United States,Apple Valley Airport,APV
United States,Apalachicola Regional Airport,AAF
United States,Athens McMinn County Airport,MMI
United States,Athens Ben Epps Airport,AHN
United States,Athens Gordon K. Bush Airport,ATO
United States,Atlanta Cobb County Airport,QQR
United States,Atlanta Regional Airport,QTF
United States,Artesia Municipal Airport,ATS
United States,Arlington Municipal Airport,QQG
United States,Asheville Regional Airport,AVL
United States,Astoria Regional Airport,AST
United States,Aspen Pitkin County Airport,ASE
United States,Dallas Love Field Airport,DAL
United States,Dallas Addison Airport,ADS
United States,Dallas Fort Worth International Airport,DFW
United States,Dalton Municipal Airport,DNN
United States,Dallas Executive Airport,RBD
United States,Crossville Memorial Whitson Field Airport,CSV
United States,Cross City Airport,CTY
United States,Greater Cumberland Regional Airport,CBE
United States,Dalhart Municipal Airport,DHT
United States,Cut Bank Municipal Airport,CTB
United States,Dayton Wright Brothers Airport,MGY
United States,Dayton International Airport,DAY
United States,Daytona Beach International Airport,DAB
United States,Decatur Pryor Field Regional Airport,DCU
United States,Deadhorse Airport,SCC
United States,Danville Vermilion Regional Airport,DNV
United States,Danbury Municipal Airport,DXR
United States,Danville Regional Airport,DAN
United States,Dawson Community Airport,GDV
United States,Davenport Municipal Airport,DVN
United States,Concord Regional Airport,USA
United States,Concord Buchanan Field Airport,CCR
United States,Conroe Lone Star Executive Airport,CXO
United States,Corpus Christi International Airport,CRP
United States,Cordova Mudhole Smith Airport,CDV
United States,Columbus Lowndes County Airport,UBS
United States,Columbus John Glenn International Airport,CMH
United States,Columbus Ohio State University Airport,OSU
United States,Concord Municipal Airport,CON
United States,Compton Woodley Airport,CPM
United States,Crawfordsville Regional Airport,QTJ
United States,Craig Moffat Airport,CIG
United States,Crescent City Del Norte County Airport,CEC
United States,Crookston Municipal Airport,CKN
United States,Crestview Bob Sikes Airport,CEW
United States,Cortez Municipal Airport,CEZ
United States,Corsicana Municipal Airport,CRS
United States,Corvallis Municipal Airport,CVO
United States,Council Bluffs Municipal Airport,CBF
United States,Cotulla La Salle County Airport,COT
United States,Decatur Airport,DEC
United States,DuBois Regional Airport,DUJ
United States,Dublin New River Valley Airport,PSK
United States,Dubuque Regional Airport,DBQ
United States,Duncan Halliburton Airport,DUC
United States,Duluth International Airport,DLH
United States,Dothan Regional Airport,DHN
United States,Dodge City Regional Airport,DDC
United States,Dover Air Force Base,DOV
United States,Dublin W.H. 'Bud' Barron Airport,DBN
United States,Doylestown Airport,DYL
United States,East Hampton Airport,HTO
United States,Eagle River Airport,EGV
United States,Easton Airport,ESN
United States,Eau Claire Chippewa Valley Regional Airport,EAU
United States,Eastsound Orcas Island Airport,ESD
United States,Durant Regional Airport,DUA
United States,Durango La Plata County Airport,DRO
United States,Dyersburg Regional Airport,QTD
United States,Eagle County Regional Airport,EGE
United States,Eagle Airport,EAA
United States,Denver International Airport,DEN
United States,Denver Front Range Airport,QQH
United States,Denver Centennial Airport,APA
United States,Des Moines International Airport,DSM
United States,Denver Rocky Mountain Metropolitan Airport,BJC
United States,Deering Airport,DRG
United States,Decatur Municipal Airport,QTU
United States,Del Rio International Airport,DRT
United States,Denton Enterprise Airport,QQD
United States,Deming Municipal Airport,DMN
United States,Devils Lake Regional Airport,DVL
United States,Detroit Lakes Airport,DTL
United States,Dickinson Theodore Roosevelt Regional Airport,DIK
United States,Dillon Airport,DLN
United States,Dillingham Airport,DLG
United States,Destin Fort Walton Beach International Airport,VPS
United States,Destin Fort Walton Beach Airport,DSI
United States,Detroit Coleman A. Young International Airport,DET
United States,Detroit Willow Run Airport,YIP
United States,Detroit Metropolitan Wayne County Airport,DTW
United States,Columbus Municipal Airport,CLU
United States,Champaign University of Illinois Willard Airport,CMI
United States,Chalkyitsik Airport,CIK
United States,Charleston Executive Airport,JZI
United States,Charleston West Virginia International Yeager Airport,CRW
United States,Charleston International Airport,CHS
United States,Cedar City Regional Airport,CDC
United States,Casper Natrona County International Airport,CPR
United States,Cedar Key George T. Lewis Airport,CDK
United States,Chadron Municipal Airport,CDR
United States,Cedar Rapids Eastern Iowa Airport,CID
United States,Chehalis Centralia Airport,CLS
United States,Chefornak Airport,CYF
United States,Chesapeake Regional Airport,QQP
United States,Cheyenne Regional Airport,CYS
United States,Chevak Airport,VAK
United States,Charlevoix Municipal Airport,QTM
United States,Charlevoix Municipal Airport,QTX
United States,Charlotte Douglas International Airport,CLT
United States,Chattanooga Metropolitan Airport,CHA
United States,Charlottesville Albemarle Airport,CHO
United States,Cadillac Wexford County Airport,CAD
United States,Butte Bert Mooney Airport,BTM
United States,Caldwell Essex County Airport,CDW
United States,Camarillo Airport,QTC
United States,Calexico International Airport,CXL
United States,Burlington International Airport,BTV
United States,Burlington Southeast Iowa Regional Airport,BRL
United States,Burlington Alamance Regional Airport,QQY
United States,Butler Regional Airport,BTP
United States,Burlington/Mount Vernon Skagit Regional Airport,MVW
United States,Carrizo Springs Dimmit County Airport,CZT
United States,Carlsbad Cavern City Air Terminal Airport,CNM
United States,Carson Airport,CSN
United States,Casa Grande Municipal Airport,CGZ
United States,Cartersville Airport,QQV
United States,Camp Springs Joint Base Andrews,ADW
United States,Cambridge Dorchester Airport,CGE
United States,Canton Cherokee County Regional Airport,QQC
United States,Carbondale Murphysboro Southern Illinois Airport,MDH
United States,Cape Girardeau Regional Airport,CGI
United States,Chicago Rockford International Airport,RFD
United States,Colby Municipal Airport,CBK
United States,Coeur d'Alene Airport,COE
United States,Cold Bay Airport,CDB
United States,College Park Airport,CGS
United States,Coldfoot Airport,CXF
United States,Cleveland Cuyahoga County Airport,CGF
United States,Cleveland Hopkins International Airport,CLE
United States,Clovis Municipal Airport,CVN
United States,Cody Yellowstone Regional Airport,COD
United States,Coatesville Chester County Area Airport,CTH
United States,Columbia Maury County Airport,MRC
United States,Columbia Regional Airport,COU
United States,Columbus Municipal Airport,OLU
United States,Columbus Rickenbacker International Airport,LCK
United States,Columbus Metropolitan Airport,CSG
United States,Colorado Springs Meadow Lake Airport,QTL
United States,College Station Easterwood Airport,CLL
United States,Colorado Springs Airport,COS
United States,Columbia Jim Hamilton Owens Airport,CUB
United States,Columbia Metropolitan Airport,CAE
United States,Chicago Waukegan National Airport,UGN
United States,Chicago Midway International Airport,MDW
United States,Chico Regional Airport,CIC
United States,Chino Airport,CNO
United States,Childress Municipal Airport,CDS
United States,Chicago Aurora Municipal Airport,AUZ
United States,Chicago DuPage Airport,DPA
United States,Chicago Lansing Municipal Airport,QQI
United States,Chicago Executive Airport,PWK
United States,Chicago O'Hare International Airport,ORD
United States,Clarksville Montgomery County Regional Airport,CKV
United States,Clarksdale Fletcher Field Airport,CKM
United States,Clemson Oconee County Regional Airport,CEU
United States,Cleveland Municipal Airport,QTN
United States,Cleveland Burke Lakefront Airport,BKL
United States,Cincinnati Northern Kentucky International Airport,CVG
United States,Chuathbaluk Airport,CHU
United States,Cincinnati Municipal Lunken Airport,LUK
United States,Clarksburg North Central West Virginia Airport,CKB
United States,Clarks Point Airport,CLP
United States,Sidney Richland Municipal Airport,SDY
United States,NASA Shuttle Landing Facility,QQS
United States,Sidney Municipal Airport,SNY
United States,Siloam Springs Smith Field Airport,SLG
United States,Sikeston Memorial Airport,SIK
United States,Show Low Regional Airport,SOW
United States,Shishmaref Airport,SHH
United States,Shreveport Regional Airport,SHV
United States,Shungnak Airport,SHG
United States,Shreveport Downtown Airport,DTN
United States,Smyrna Airport,MQY
United States,Sleetmute Airport,SLQ
United States,Snyder Winston Field Airport,SNK
United States,Somerset Lake Cumberland Regional Airport,SME
United States,Soldotna Airport,SXQ
United States,Sioux Gateway Airport,SUX
United States,Silver City Grant County Airport,SVC
United States,Sioux Falls Regional Airport,FSD
United States,Skagway Airport,SGY
United States,Sitka Rocky Gutierrez Airport,SIT
United States,Sedona Airport,SDX
United States,Sebring Regional Airport,SEF
United States,Selawik Airport,WLK
United States,Selinsgrove Penn Valley Airport,SEG
United States,Seldovia Airport,SOV
United States,Scribner State Airport,SCB
United States,Scottsdale Airport,SCF
United States,Searcy Municipal Airport,SRC
United States,Seattle Tacoma International Airport,SEA
United States,Seattle Boeing Field,BFI
United States,Shelbyville Municipal Airport,SYI
United States,Sheboygan County Memorial Airport,SBM
United States,Shelton Sanderson Field Airport,SHN
United States,Sherman North Texas Regional Airport,PNX
United States,Sheridan County Airport,SHR
United States,Sevierville Gatlinburg Airport,GKT
United States,Selma Craig Field Airport,SEM
United States,Seward Airport,SWD
United States,Shaktoolik Airport,SKK
United States,Shageluk Airport,SHX
United States,South Bend Airport,SBN
United States,Statesboro Bulloch County Airport,TBR
United States,State College Regional Airport,SCE
United States,Statesville Regional Airport,SVH
United States,Steamboat Springs Airport,SBS
United States,Staunton Shenandoah Valley Regional Airport,SHD
United States,St. Paul Downtown Airport,STP
United States,St. Michael Airport,SMK
United States,St. Paul Island Airport,SNP
United States,St. Petersburg Clearwater International Airport,PIE
United States,St. Petersburg Albert Whitted Airport,SPG
United States,Stuart Witham Field Airport,SUA
United States,Stockton Metropolitan Airport,SCK
United States,Sturgeon Bay Door County Cherryland Airport,SUE
United States,Sugar Land Regional Airport,SGR
United States,Stuttgart Municipal Airport,SGT
United States,Stephenville Clark Regional Airport,SEP
United States,Stebbins Airport,WBB
United States,Sterling Whiteside County Airport,SQI
United States,Stillwater Regional Airport,SWO
United States,Stevens Point Municipal Airport,STE
United States,Spokane Felts Field,SFF
United States,Spokane International Airport,GEG
United States,Springdale Municipal Airport,SPZ
United States,Springfield Abraham Lincoln Capital Airport,SPI
United States,Springfield Beckley Municipal Airport,SGH
United States,Southern Pines Moore County Airport,SOP
United States,South Lake Tahoe Airport,TVL
United States,Spartanburg Downtown Memorial Airport,SPA
United States,Spencer Municipal Airport,SPW
United States,Spearfish Black Hills Airport,SPF
United States,St. Louis Lambert International Airport,STL
United States,St. George Regional Airport,SGU
United States,Spirit of St. Louis Airport,SUS
United States,St. Mary's Airport,KSM
United States,St. Louis Downtown Airport,CPS
United States,Springfield Westover Metropolitan Airport,CEF
United States,Springfield Branson National Airport,SGF
United States,St. George Island Airport,STG
United States,St. Cloud Regional Airport,STC
United States,St. Augustine Northeast Florida Regional Airport,UST
United States,Scottsbluff Western Nebraska Regional Airport,BFF
United States,Russian Mission Airport,RSH
United States,Ruidoso Sierra Blanca Regional Airport,RUI
United States,Ruston Airport,RSN
United States,Sacramento Executive Airport,SAC
United States,Rutland Southern Vermont Regional Airport,RUT
United States,Roseau Municipal Airport,ROX
United States,Romeoville Lewis University Airport,LOT
United States,Roseburg Regional Airport,RBG
United States,Ruby Airport,RBY
United States,Roswell International Air Center Airport,ROW
United States,Salem Municipal Airport,SLE
United States,Saint Joseph Rosecrans Memorial Airport,STJ
United States,Salem Leckrone Airport,SLO
United States,Salina Regional Airport,SLN
United States,Salida Harriet Alexander Field Airport,SLT
United States,Sacramento McClellan Airport,MCC
United States,Sacramento International Airport,SMF
United States,Sacramento Mather Airport,MHR
United States,Saginaw MBS International Airport,MBS
United States,Safford Regional Airport,SAD
United States,Riverton Regional Airport,RIW
United States,Riverside March Air Reserve Base,RIV
United States,Roanoke Regional Airport,ROA
United States,Rochester Fulton County Airport,RCR
United States,Rochester International Airport,ROC
United States,Richmond Airport,RIC
United States,Richmond Municipal Airport,RID
United States,Rifle Garfield County Airport,RIL
United States,Riverside Municipal Airport,RAL
United States,Riverside Flabob Airport,RIR
United States,Rogers Municipal Airport,ROG
United States,Rocky Mount Wilson Airport,RWI
United States,Rolla National Airport,VIH
United States,Rome Richard B. Russell Airport,RMG
United States,Rome Griffiss International Airport,RME
United States,Rock Hill York County Airport,RKH
United States,Rochester International Airport,RST
United States,Rock Springs Sweetwater County Airport,RKS
United States,Rockport Aransas County Airport,RKP
United States,Rockland Knox County Regional Airport,RKD
United States,Salinas Municipal Airport,SNS
United States,Santa Maria Public Airport,SMX
United States,Santa Fe Regional Airport,SAF
United States,Santa Monica Airport,SMO
United States,Santa Rosa Sonoma County Airport,STS
United States,Santa Paula Airport,SZP
United States,Sanford Seacoast Regional Airport,SFM
United States,Sandpoint Airport,QTZ
United States,Sanford Raleigh Executive Jetport,QTT
United States,Santa Barbara Municipal Airport,SBA
United States,Santa Ana John Wayne Airport,SNA
United States,Savannah Hilton Head International Airport,SAV
United States,Sault Ste Marie Municipal Airport,SSM
United States,Savoonga Airport,SVA
United States,Schenectady County Airport,SCH
United States,Scammon Bay Airport,SCM
United States,Saranac Lake Adirondack Regional Airport,SLK
United States,Santa Ynez Airport,SQA
United States,Sarasota Bradenton International Airport,SRQ
United States,Sault Sainte Marie Chippewa County International Airport,CIU
United States,Saratoga Shively Field Airport,SAA
United States,San Antonio Stinson Municipal Airport,SSF
United States,San Antonio Lackland Air Force Base,SKF
United States,San Bernardino International Airport,SBD
United States,San Diego McClellan Palomar Airport,CLD
United States,San Carlos Airport,SQL
United States,Salisbury Rowan County Airport,SRW
United States,Salisbury Ocean City Wicomico Regional Airport,SBY
United States,Salt Lake City International Airport,SLC
United States,San Antonio International Airport,SAT
United States,San Angelo Regional Airport,SJT
United States,San Jose International Airport,SJC
United States,San Jose Reid Hillview Airport,RHV
United States,San Luis Obispo County Regional Airport,SBP
United States,Sand Point Airport,SDP
United States,San Marcos Municipal Airport,HYI
United States,San Diego Montgomery Field Airport,MYF
United States,San Diego Gillespie Field Airport,SEE
United States,San Diego International Airport,SAN
United States,San Francisco International Airport,SFO
United States,San Diego Brown Field Municipal Airport,SDM
United States,Waynesville St. Robert Regional Airport,TBN
United States,Waycross Ware County Airport,AYS
United States,Weatherford Parker County Airport,WEA
United States,Wendover Airport,ENV
United States,Wenatchee Pangborn Memorial Airport,EAT
United States,Watsonville Municipal Airport,WVI
United States,Waterville Robert LaFleur Airport,WVL
United States,Waukesha County Airport,UES
United States,Wausau Downtown Airport,AUW
United States,Wausau Central Wisconsin Airport,CWA
United States,Westfield Barnes Regional Airport,BAF
United States,Westerly State Airport,WST
United States,Westhampton Beach Francis S Gabresk Airport,FOK
United States,"Wheatland	 Phifer Field Airport",EAN
United States,Wharton Regional Airport,WHT
United States,West Memphis Municipal Airport,AWM
United States,West Bend Municipal Airport,ETB
United States,West Palm Beach International Airport,PBI
United States,West Yellowstone Airport,WYS
United States,Palm Beach County Park Airport,LNA
United States,Wales Airport,WAA
United States,Wainwright Airport,AIN
United States,Walla Walla Airport,ALW
United States,Walterboro Municipal Airport,RBW
United States,Walnut Ridge Regional Airport,ARG
United States,Waco Regional Airport,ACT
United States,Visalia Municipal Airport,VIS
United States,Waco Texas State Technical College Airport,CNW
United States,Waimea Kohala Airport,MUE
United States,Waco McGregor Executive Airport,QTW
United States,Wasilla Airport,WWA
United States,Washington County Airport,WSG
United States,Waterloo Regional Airport,ALO
United States,Watertown International Airport,ART
United States,Watertown Regional Airport,ATY
United States,Warroad International Memorial Airport,RRT
United States,Wapakoneta Neil Armstrong Airport,AXV
United States,Washington Dulles International Airport,IAD
United States,Washington Warren Field Airport,OCW
United States,Washington Ronald Reagan National Airport,DCA
United States,Wheeling Ohio County Airport,HLG
United States,Wolf Point L. M. Clayton Airport,OLF
United States,Wisconsin Rapids South Wood County Airport,ISW
United States,West Woodward Airport,WWR
United States,Worcester Regional Airport,ORH
United States,Wooster Wayne County Airport,BJJ
United States,Winslow Airport,INW
United States,Winona Municipal Airport,ONA
United States,Winston-Salem Smith Reynolds Airport,INT
United States,Wiscasset Airport,ISS
United States,Winter Haven's Gilbert Airport,GIF
United States,Youngstown Warren Regional Airport,YNG
United States,York Airport,THV
United States,Yuma International Airport,YUM
United States,Zephyrhills Municipal Airport,ZPH
United States,Zanesville Municipal Airport,ZZV
United States,Wrangell Airport,WRG
United States,Worland Airport,WRL
United States,Yakima Airport,YKM
United States,Yankton Chan Gurney Airport,YKN
United States,Yakutat Airport,YAK
United States,Wichita Falls Municipal Airport,SPS
United States,Wichita Falls Kickapoo Downtown Airport,KIP
United States,Cape May County,WWD
United States,Williston Basin International Airport,XWA
United States,Williamsport Regional Airport,IPT
United States,White Plains Westchester County Airport,HPN
United States,White Mountain Airport,WMO
United States,Whitefield Mount Washington Regional Airport,HIE
United States,Wichita Dwight D. Eisenhower National Airport,ICT
United States,Wichita Beech Factory Airport,BEC
United States,Winchester Regional Airport,WGO
United States,Wilmington Air Park Airport,ILN
United States,Winder Barrow County Airport,WDR
United States,Winnemucca Municipal Airport,WMC
United States,Windsor Locks Bradley International Airport,BDL
United States,Willoughby Lost Nation Municipal Airport,LNN
United States,Willmar Municipal Airport,ILL
United States,Willows Glenn County Airport,WLW
United States,Wilmington New Castle Airport,ILG
United States,Wilmington International Airport,ILM
United States,Vidalia Municipal Airport,VDI
United States,Thermal Jacqueline Cochran Regional Airport,TRM
United States,The Dalles Columbia Gorge Regional Airport,DLS
United States,Thief River Falls Regional Airport,TVF
United States,Tifton Henry Tift Myers Airport,TMA
United States,Thomasville Regional Airport,TVI
United States,Terre Haute Regional Airport,HUF
United States,Temple Draughon-Miller Airport,TPL
United States,Terrell Municipal Airport,TRL
United States,Texarkana Regional Airport,TXK
United States,Teterboro Airport,TEB
United States,Toledo Executive Airport,TDZ
United States,Toksook Bay Airport,OOK
United States,Toledo Express Airport,TOL
United States,Tonopah Airport,TPH
United States,Toms River Ocean County Airport,MJX
United States,Titusville Space Coast Regional Airport,TIX
United States,Tillamook Airport,OTK
United States,Toccoa Airport,TOC
United States,Tok Junction Airport,TKJ
United States,Togiak Airport,TOG
United States,Swainsboro East Georgia Regional Airport,QTS
United States,Susanville Municipal Airport,SVE
United States,Syracuse Hancock International Airport,SYR
United States,Talkeetna Airport,TKA
United States,Tacoma Narrows Airport,TIW
United States,Sulphur Springs Airport,SLR
United States,Sullivan County Airport,SIV
United States,Summit Airport,UMM
United States,Superior Richard I Bong Airport,SUW
United States,Sumter Airport,SUM
United States,Tanana Ralph M. Calhoun Memorial Airport,TAL
United States,Tampa Peter O'Knight Airport,TPF
United States,Taos Regional Airport,TSM
United States,Telluride Regional Airport,TEX
United States,Teller Airport,TLA
United States,Tallahassee International Airport,TLH
United States,Talladega Municipal Airport,ASN
United States,Tampa Clearwater Air Park Airport,CLW
United States,Tampa International Airport,TPA
United States,Tampa Executive Airport,VDF
United States,Tonopah Test Range Airport,XSD
United States,Uvalde Garner Field Airport,UVA
United States,Upland Cable Airport,CCB
United States,Vacaville Nut Tree Airport,VCB
United States,Valdosta Regional Airport,VLD
United States,Valdez Airport,VDZ
United States,Ukiah Municipal Airport,UKI
United States,Tyler Pounds Regional Airport,TYR
United States,Unalakleet Airport,UNK
United States,Union City Everett?Stewart Regional Airport,UCY
United States,Unalaska Airport,DUT
United States,Vernal Airport,VEL
United States,Venice Municipal Airport,VNC
United States,Vero Beach Regional Airport,VRB
United States,Victorville Southern California Logistics Airport,VCV
United States,Victoria Regional Airport,VCT
United States,Valparaiso Porter County Regional Airport,VPZ
United States,Valentine Miller Field Airport,VTN
United States,Van Nuys Airport,VNY
United States,Venetie Airport,VEE
United States,Vandalia Airport,VLA
United States,Truckee Tahoe Airport,TKF
United States,Troy Municipal Airport,TOI
United States,Truth or Consequences Municipal Airport,TCS
United States,Tucson Marana Regional Airport,AVW
United States,Tucson International Airport,TUS
United States,Topeka Philip Billard Municipal Airport,TOP
United States,Topeka Regional Airport,FOE
United States,Torrance Zamperini Field Airport,TOA
United States,Trinidad Perry Stokes Airport,TAD
United States,Traverse City Cherry Capital Airport,TVC
United States,Tununak Airport,TNK
United States,Tunica Municipal Airport,UTM
United States,Tupelo Regional Airport,TUP
United States,Twin Falls Magic Valley Regional Airport,TWF
United States,Tuscaloosa Regional Airport,TCL
United States,Tulare Mefford Field Airport,TLR
United States,Tucumcari Municipal Airport,TCC
United States,Tullahoma Regional Airport,THA
United States,Tulsa International Airport,TUL
United States,Tulsa Riverside Airport,RVS
United States,Monroe Regional Airport,MLU
United States,Moline Quad City International Airport,MLI
United States,Monroe Custer Airport,QQM
United States,Montauk Airport,MTP
United States,Monroeville Monroe County Airport,MVC
